step,time_s,x_m,y_m,altitude_m,serving_site_index,serving_sector_index,serving_beam_index,handover_flag,signal_power_dbm,interference_power_dbm,noise_power_dbm,sir_db,sinr_db,rate_bphz,serving_load,mean_neighbor_load,scheduled_users_serving,serving_measurement_dbm,best_neighbor_measurement_dbm,mean_serving_los_probability,mean_neighbor_los_probability,serving_los_state,mean_neighbor_los_state,serving_gis_covered,mean_neighbor_gis_covered,serving_gis_excess_loss_db,mean_neighbor_gis_excess_loss_db,coordination_active_flag,coordinated_interferer_count,serving_distance_3d_m,serving_gain_db
14,14.0,-788.1355932203389,150.0,120.0,0,1,2,0,-66.6333209562109,-70.22542735014721,-93.98970004336019,3.5921063939363114,3.573890690859947,0.0,0.5492672499151128,0.5861745285901117,6,-59.218511609503395,-55.470080903218815,0.886657815334817,0.23956537032106096,1,0.95,1,1.0,0.0,1.6,1,2,808.0655686890609,5.154493009904293
15,15.0,-737.2881355932203,150.0,120.0,0,1,2,0,-54.935795335744416,-76.33609882095402,-93.98970004336019,21.40030348520962,21.32639006876602,7.095064517860392,0.5476008073229738,0.5943604312784102,4,-53.392617152182126,-59.143550986173835,0.886657815334817,0.23893707945012524,1,0.95,1,1.0,0.0,1.6,1,2,758.55523522452,4.075889715686664
16,16.0,-686.4406779661017,150.0,120.0,0,1,2,0,-61.792157355008925,-72.46917694156956,-93.98970004336019,10.677019586560636,10.646526145397381,3.6559470584833598,0.35622965000163614,0.595279881613775,3,-56.29368839058016,-57.14486226751957,0.9072752310995839,0.23836232338970356,1,0.95,1,1.0,0.0,1.6,1,2,709.2341322627962,2.8487783624562333
17,17.0,-635.5932203389831,150.0,120.0,0,1,2,0,-66.72637634383598,-70.45562774842524,-93.98970004336019,3.7292514045892684,3.71004630899788,0.0,0.45835785392778083,0.6094045293130539,3,-60.156176547959035,-56.782277188080464,0.9072752310995839,0.23842254142577265,1,0.95,1,1.0,0.0,1.6,1,2,660.1446748561099,1.4419042636845525
18,18.0,-584.7457627118645,150.0,120.0,0,1,2,0,-70.91840691109823,-71.40884978589304,-93.98970004336019,0.490442874794808,0.46653706571198794,0.0,0.5092786376852211,0.6248424658930839,3,-60.40029037511558,-56.15465252590715,0.929161825707634,0.23909489993677907,1,0.95,1,1.0,0.0,1.6,1,2,611.3426674210464,-0.1340850400092677
19,19.0,-533.8983050847457,150.0,120.0,0,1,2,0,-56.8680466403687,-68.94297756894532,-93.98970004336019,12.074930928576626,12.061365496982068,4.0937685394336905,0.3372215406754009,0.6541546455189866,1,-58.67590550598825,-56.62572090848485,0.929161825707634,0.2378702313091526,1,0.95,1,1.0,0.0,1.6,0,0,562.9028780992013,-1.537852579907046
20,20.0,-483.0508474576271,150.0,120.0,0,1,2,0,-66.00490165713563,-73.86604219863341,-93.98970004336019,7.86114054149777,7.819134040394033,0.0,0.2309010957440997,0.655692598428694,3,-59.62301378614235,-56.25745403820791,0.9525275103552509,0.23818452251452552,1,0.95,1,1.0,0.0,1.6,0,0,514.9275397854846,-3.1994888167577393
21,21.0,-432.2033898305085,150.0,120.0,0,1,2,0,-60.06434859184288,-71.2423765376364,-93.98970004336019,11.178027945793525,11.155018773602535,3.8121630380180846,0.3246849284878072,0.6602204202286663,1,-59.315519578723574,-56.796729786662475,0.9525275103552509,0.23738805645929734,1,0.95,1,1.0,0.0,1.6,0,0,467.5596434477451,-5.192035198146922
22,22.0,-381.3559322033898,150.0,120.0,0,0,0,0,-64.30498503596095,-63.21478961164396,-93.98970004336019,-1.0901954243169933,-1.0938271385641758,0.0,0.32339006789224584,0.6698432141412426,3,-58.01369185647167,-59.636198358829,0.9764935538816732,0.2387000632247079,1,0.95,1,1.0,0.0,1.6,1,2,421.00427198155177,-7.0
23,23.0,-330.5084745762713,150.0,120.0,0,0,0,0,-69.98034264926733,-68.15398987782547,-93.98970004336019,-1.8263527714418615,-1.8376675857560156,0.0,0.28618368464960187,0.6558579119323878,4,-59.06280990258834,-57.89318302455402,0.9764935538816732,0.23832385800601186,1,0.95,1,1.0,0.0,1.6,1,2,375.5637119940287,-7.0
24,24.0,-279.66101694915255,150.0,120.0,0,0,0,0,-71.15365678089955,-68.5741892063591,-93.98970004336019,-2.57946757454045,-2.5919302115763774,0.0,0.42190896425720836,0.6325978090142748,2,-60.859205299980204,-57.399066438535826,0.9764935538816732,0.23781073826720092,1,0.95,1,1.0,0.0,1.6,1,2,331.69644918363866,-7.0
25,25.0,-228.81355932203383,150.0,120.0,0,0,0,0,-70.9457974976838,-68.50927358312144,-93.98970004336019,-2.436523914562355,-2.4488019143252684,0.0,0.5592960605810439,0.6138574039866989,5,-62.48161377547232,-59.43945612975714,0.9953122959127431,0.23785245789174891,1,0.95,1,1.0,0.0,1.6,1,2,290.1170366069837,-7.0
26,26.0,-177.96610169491532,150.0,120.0,0,0,0,0,-58.3982317036522,-63.7611359013202,-93.98970004336019,5.362904197668,5.358785859888013,0.0,0.6803351533058846,0.6185960067544176,3,-59.36681523054296,-57.878413149032326,0.9953122959127431,0.2380458665279696,1,0.95,1,1.0,0.0,1.6,1,2,251.96067818706342,-7.0
27,27.0,-127.1186440677966,150.0,120.0,0,0,0,0,-62.18566857582252,-66.2765428698383,-93.98970004336019,4.090874294015794,4.083527443564821,0.0,0.8785761012385482,0.6166053208970292,5,-57.7780632126051,-57.50329563940784,0.9999933671250627,0.2374464614454687,1,0.95,1,1.0,0.0,1.6,1,2,219.02374225100613,-7.0
28,28.0,-76.27118644067787,150.0,120.0,0,0,0,0,-64.82668310735735,-73.29318230735292,-93.98970004336019,8.466499199995562,8.429661766558805,0.0,0.7645597347394462,0.6369334972989142,5,-57.152970879330105,-58.013257341204095,0.9999933671250627,0.23774555207916565,1,0.95,1,1.0,0.0,1.6,0,0,193.9833598045684,-7.0
29,29.0,-25.423728813559364,150.0,120.0,0,0,0,0,-64.1867355020442,-66.02855233977736,-93.98970004336019,1.8418168377331519,1.8348774281060343,0.0,0.7360976836274358,0.620162963226172,6,-54.47982154218062,-57.08872149239326,0.9999933671250627,0.23773053613819578,1,0.95,1,1.0,0.0,1.6,0,0,180.16274861020912,-7.0
30,30.0,25.423728813559364,150.0,120.0,0,0,0,0,-69.56276442511792,-71.77548082125006,-93.98970004336019,2.2127163961321363,2.186711119591127,0.0,0.6904380058799524,0.6529960447342207,4,-57.144254791504494,-57.279433328996035,0.9999933671250627,0.2376665670267307,1,0.95,1,1.0,0.0,1.6,0,0,180.16274861020912,-7.0
31,31.0,76.27118644067787,150.0,120.0,0,0,0,0,-60.85709580003169,-65.19594087544957,-93.98970004336019,4.338845075417873,4.333115507332155,0.0,0.575632982195738,0.6484770002445103,4,-53.39644387555455,-54.05960757758743,0.9999933671250627,0.23801638195726213,1,0.95,1,1.0,0.0,1.6,0,0,193.9833598045684,-7.0
32,32.0,127.1186440677966,150.0,120.0,0,0,0,0,-72.3262108008673,-70.07636000643019,-93.98970004336019,-2.249850794437106,-2.2674531137248803,0.0,0.5419374499800794,0.6750823111120793,7,-57.19641351939351,-56.668237086668086,0.9999933671250627,0.23733045191192717,1,0.95,1,1.0,0.0,1.6,1,2,219.02374225100613,-7.0
33,33.0,177.96610169491532,150.0,120.0,0,0,0,0,-60.12876167587856,-72.25513538133582,-93.98970004336019,12.126373705457262,12.097341806644211,4.105022395243672,0.570423959617984,0.6551308170090161,7,-52.82368787458587,-58.56593989199097,0.9953122959127431,0.23823806715995502,1,0.95,1,1.0,0.0,1.6,0,0,251.96067818706342,-7.0
34,34.0,228.81355932203383,150.0,120.0,0,0,0,0,-67.92660831903794,-59.87182274303909,-93.98970004336019,-8.054785575998839,-8.05646791092734,0.0,0.6816767771941401,0.6803779503994525,7,-58.54701150646997,-59.28549550246451,0.9953122959127431,0.23750311261294063,1,0.95,1,1.0,0.0,1.6,1,2,290.1170366069837,-7.0
35,35.0,279.66101694915255,150.0,120.0,0,0,0,0,-67.8701837736835,-73.99903974228108,-93.98970004336019,6.128855968597592,6.085549659987004,0.0,0.6598239645609041,0.6713372652135436,5,-58.805056375874,-55.784249323040285,0.9764935538816732,0.23777988189480204,1,0.95,1,1.0,0.0,1.6,1,2,331.69644918363866,-7.0
36,36.0,330.50847457627106,150.0,120.0,3,0,2,1,-65.17474195397799,-60.960577309956165,-93.98970004336019,-4.214164644021825,-4.216326187404305,0.0,0.6792741147495988,0.6953515733181022,6,-56.44547719716891,-57.7069676178827,0.3907503510810012,0.266832475260363,1,0.95,1,1.0,0.0,1.6,1,2,4987.880605136042,18.94221099850885
37,37.0,381.3559322033898,150.0,120.0,3,0,2,0,-73.34538361950034,-65.53684364219939,-93.98970004336019,-7.808539977300946,-7.814737081223722,0.0,0.620399804175717,0.6698429254051423,6,-62.2002177502981,-60.32998725792121,0.3907503510810012,0.26667103220063204,1,0.95,1,1.0,0.0,1.6,1,2,5006.290690779907,18.924954150226686
38,38.0,432.2033898305085,150.0,120.0,3,0,2,0,-66.9128804810664,-71.73569054231706,-93.98970004336019,4.822810061250669,4.797041255967944,0.0,0.6318504226434033,0.6413929782154375,4,-60.04575865807797,-58.92071641620585,0.3907503510810012,0.2654983112764292,1,0.95,1,1.0,0.0,1.6,1,2,5025.147854340319,18.9079334435418
39,39.0,483.050847457627,150.0,120.0,3,0,2,0,-60.29438937600639,-65.81429901299956,-93.98970004336019,5.5199096369931535,5.513304012450531,0.0,0.6912325535115463,0.6297702996634318,5,-57.54452717986197,-56.85765793897585,0.3907503510810012,0.2662993057102667,1,0.95,1,1.0,0.0,1.6,1,2,5044.447082016715,18.891147623427035
40,40.0,533.8983050847457,150.0,120.0,3,0,2,0,-76.89600138205566,-60.79240963558503,-93.98970004336019,-16.103591746470634,-16.105671209929614,0.0,0.6392887655214966,0.6565945912925925,8,-61.34149261617219,-57.532190558913946,0.38296472460494924,0.26490465111462286,1,0.95,1,1.0,0.0,1.6,1,2,5064.183319790772,18.874595310858705
41,41.0,584.7457627118642,150.0,120.0,3,0,2,0,-57.86054596356905,-76.53001009306269,-93.98970004336019,18.669464129493633,18.592205560240217,6.196010823244902,0.5460596779284673,0.6288512996123845,1,-58.698686026625055,-58.03252483821328,0.38296472460494924,0.2651421377959243,1,0.95,1,1.0,0.0,1.6,0,0,5084.351478558646,18.858275009435257
42,42.0,635.593220338983,150.0,120.0,3,0,2,0,-53.968067005687786,-66.24234975155858,-93.98970004336019,12.274282745870785,12.266993463619801,4.158164001267985,0.43582912071674335,0.5938335551553156,1,-54.70193774624363,-56.06159072974861,0.38296472460494924,0.26359907865733745,1,0.95,1,1.0,0.0,1.6,0,0,5104.946439140197,18.84218511194991
43,43.0,686.4406779661017,150.0,120.0,3,0,2,0,-65.97552582184828,-66.51116028735844,-93.98970004336019,0.5356344655101479,0.5278801661534449,0.0,0.5589220866017175,0.5792643932062025,5,-57.083139565076394,-57.424373953967944,0.38296472460494924,0.2643696509223086,1,0.95,1,1.0,0.0,1.6,1,2,5125.963057158445,18.826323906898377
44,44.0,737.2881355932204,150.0,120.0,3,0,2,0,-67.50339070937272,-69.17288013749473,-93.98970004336019,1.6694894281220094,1.65518774864801,0.0,0.5185689550652818,0.5677426364070922,5,-58.4438277275455,-54.7667268534275,0.38296472460494924,0.26328747278232434,1,0.95,1,1.0,0.0,1.6,1,2,5147.3961677833195,18.79532315227305
45,45.0,788.1355932203392,150.0,120.0,0,2,14,1,-55.98835340072735,-56.462142721783046,-93.98970004336019,0.4737893210557003,0.473021976861825,0.0,0.4211738790092619,0.5787437193333118,2,-55.08521094959974,-56.057953216595934,0.886657815334817,0.2381438768524428,1,0.95,1,1.0,0.0,1.6,1,2,808.0655686890614,5.1544930099043
46,46.0,838.9830508474574,150.0,120.0,0,2,14,0,-55.76843786973912,-66.20701964573306,-93.98970004336019,10.438581775993935,10.431351502793047,3.5902693686084395,0.554048140941817,0.5666157210529144,6,-53.87002365766104,-56.65463506164414,0.8670491641125371,0.23802822723861167,1,0.95,1,1.0,0.0,1.6,1,2,857.7323647906188,6.109357629037003
47,47.0,889.8305084745762,150.0,120.0,0,2,14,0,-66.31257091246795,-69.49121399546165,-93.98970004336019,3.1786430829937,3.16325565237183,0.0,0.6754655982832649,0.5354786692655846,9,-53.937810911976605,-55.29153762079549,0.8670491641125371,0.2380271874645361,1,0.95,1,1.0,0.0,1.6,1,2,907.5299354909031,6.956182605318411
48,48.0,940.6779661016949,150.0,120.0,0,2,14,0,-68.61597001903425,-71.40807621928202,-93.98970004336019,2.7921062002477686,2.7682046372006774,0.0,0.7496923762013752,0.5589803852285128,8,-53.788370406757224,-55.06573727468217,0.848259490324841,0.2385559311416821,1,0.95,1,1.0,0.0,1.6,0,0,957.43787574402,7.750265588988402
49,49.0,991.5254237288136,150.0,120.0,0,2,14,0,-65.34453558571246,-74.16852219135119,-93.98970004336019,8.823986605638716,8.77896577124093,0.0,0.6277892105361325,0.5757054502155028,1,-57.05816728672585,-54.94630285881931,0.848259490324841,0.23933648677310276,1,0.95,1,1.0,0.0,1.6,0,0,1007.4397827664955,8.481840682126624
50,50.0,1042.3728813559323,150.0,120.0,0,2,14,0,-71.6818100935211,-65.41926331362733,-93.98970004336019,-6.262546779893766,-6.268578469979056,0.0,0.5015522019967944,0.5876068712268567,6,-58.500568207297746,-60.35641837936623,0.848259490324841,0.238464884856712,1,0.95,1,1.0,0.0,1.6,1,2,1057.5223277956209,9.14464858924497
51,51.0,1093.2203389830506,150.0,120.0,0,2,14,0,-66.6099222516064,-75.29467560643265,-93.98970004336019,8.68475335482624,8.626494003648837,0.0,0.4849226842366074,0.5911291745496997,7,-55.25756816617445,-59.87093009310263,0.8301567021025378,0.2396150021991062,1,0.95,1,1.0,0.0,1.6,0,0,1107.6745729528218,9.747846758634065
52,52.0,1144.0677966101694,150.0,120.0,0,2,14,0,-68.74728721562056,-66.73884241447168,-93.98970004336019,-2.008444801148885,-2.0166160779140134,0.0,0.5278777692218962,0.5834833668528886,8,-55.98419125646989,-58.25760393396041,0.8301567021025378,0.23958486175656887,1,0.95,1,1.0,0.0,1.6,1,2,1157.8874613883888,10.299052498459652
53,53.0,1194.915254237288,150.0,120.0,0,2,14,0,-64.18869542429027,-67.16071000594665,-93.98970004336019,2.972014581656397,2.963010591112012,0.0,0.707194221331191,0.5610547420832355,4,-56.25644822365176,-60.16813675722232,0.8126475123526619,0.239195409363587,1,0.95,1,1.0,0.0,1.6,1,2,1208.1534318160766,10.804650433074608
54,54.0,1245.7627118644068,150.0,120.0,0,2,14,0,-58.138652062948054,-67.80409409834823,-93.98970004336019,9.66544203540019,9.655002008663363,0.0,0.742661228080058,0.6058867117311986,3,-53.28435005084057,-58.120424282569545,0.8126475123526619,0.2397903210666045,1,0.95,1,1.0,0.0,1.6,0,0,1258.4661236091185,11.270029875794686
55,55.0,1296.6101694915255,150.0,120.0,0,2,14,0,-56.915259150783086,-69.606872774491,-93.98970004336019,12.691613623707912,12.675811653221507,4.286692620307045,0.6298011341097789,0.6362739115341952,6,-50.10808504719046,-59.157922647409436,0.7956642969255315,0.23933818904359377,1,0.95,1,1.0,0.0,1.6,0,0,1308.820148694557,11.699769883282896
56,56.0,1347.4576271186443,150.0,120.0,0,2,14,0,-48.30955960449211,-70.76398531918204,-93.98970004336019,22.454425714689936,22.433810793204092,7.460564669716898,0.5762298545487892,0.6482436444931147,1,-48.824048868997295,-56.76691127084588,0.7956642969255315,0.24007857224927368,1,0.95,1,1.0,0.0,1.6,0,0,1359.210913317064,12.097784844387165
57,57.0,1398.3050847457625,150.0,120.0,0,2,14,0,-56.24327467717774,-66.6171878743384,-93.98970004336019,10.373913197160656,10.365967431627922,3.570365114549433,0.4824407481849302,0.6502405435550236,3,-50.93236055304162,-60.49708442546441,0.7791566249731335,0.23982885451761757,1,0.95,1,1.0,0.0,1.6,0,0,1409.6344774535894,12.448788452482088
58,58.0,1449.1525423728813,150.0,120.0,0,2,14,0,-71.2521467127699,-67.57708304407957,-93.98970004336019,-3.675063668690324,-3.684972605760986,0.0,0.4945939095073418,0.6310596172073993,6,-57.93387168282778,-56.20460323021192,0.7791566249731335,0.24027042413805955,1,0.95,1,1.0,0.0,1.6,1,2,1460.087442951889,12.759031637179397
59,59.0,1500.0,150.0,120.0,0,2,14,0,-43.955799403756814,-69.5634530528656,-93.98970004336019,25.607653649108784,25.592008593014665,8.505456583340713,0.4734134704744355,0.5867934523317653,1,-50.45533618869452,-55.889901615062726,0.7630858222768866,0.24065034941678043,1,0.95,1,1.0,0.0,1.6,0,0,1510.5668637965018,13.048607141733978
