scenario,height_m,sir_db
Ground 0 m,0.0,46.48944553789904
Ground 0 m,0.0,39.91717729309643
Ground 0 m,0.0,39.7670470233403
Ground 0 m,0.0,26.068532224990378
Ground 0 m,0.0,16.520800983344714
Ground 0 m,0.0,8.084089883023504
Ground 0 m,0.0,90.51462676214534
Ground 0 m,0.0,72.4321609409546
Ground 0 m,0.0,20.2414260919887
Ground 0 m,0.0,-8.262259308129092
Ground 0 m,0.0,41.36596185394247
Ground 0 m,0.0,9.384730819689956
Ground 0 m,0.0,70.22122995198829
Ground 0 m,0.0,22.075909236660646
Ground 0 m,0.0,9.254308756378103
Ground 0 m,0.0,11.67553439387531
Ground 0 m,0.0,24.725885175535712
Ground 0 m,0.0,42.214116409785056
Ground 0 m,0.0,109.21081932003403
Ground 0 m,0.0,46.42113436063879
Ground 0 m,0.0,50.302482686288776
Ground 0 m,0.0,49.10499651866366
Ground 0 m,0.0,25.835626095372643
Ground 0 m,0.0,46.36825798264175
Ground 0 m,0.0,14.96217380187498
Ground 0 m,0.0,40.98136070493622
Ground 0 m,0.0,37.10281374519514
Ground 0 m,0.0,31.683898605219735
Ground 0 m,0.0,35.270678861304276
Ground 0 m,0.0,35.95499237178406
Ground 0 m,0.0,37.66023611975538
Ground 0 m,0.0,14.836174861006935
Ground 0 m,0.0,30.819475489757092
Ground 0 m,0.0,46.3668076443458
Ground 0 m,0.0,13.636659166226735
Ground 0 m,0.0,20.574520442173
Ground 0 m,0.0,28.16936220515778
Ground 0 m,0.0,26.074649500430347
Ground 0 m,0.0,23.276134164126884
Ground 0 m,0.0,11.121405748355443
Ground 0 m,0.0,-8.665061170639518
Ground 0 m,0.0,50.13988077648453
Ground 0 m,0.0,-34.01145893188125
Ground 0 m,0.0,48.49763164583032
Ground 0 m,0.0,32.30939684273663
Ground 0 m,0.0,40.20955249359254
Ground 0 m,0.0,-20.5074725895038
Ground 0 m,0.0,-2.2977493776932216
Ground 0 m,0.0,69.12977285236015
Ground 0 m,0.0,40.58468328058213
Ground 0 m,0.0,26.376482993104542
Ground 0 m,0.0,34.66793912724687
Ground 0 m,0.0,29.562740012529645
Ground 0 m,0.0,27.862780341191193
Ground 0 m,0.0,7.619944580717313
Ground 0 m,0.0,16.045572185824483
Ground 0 m,0.0,79.27316858032482
Ground 0 m,0.0,43.304842038452904
Ground 0 m,0.0,-24.499545682574663
Ground 0 m,0.0,52.89654412952234
Ground 0 m,0.0,14.682778577237341
Ground 0 m,0.0,54.396903900300856
Ground 0 m,0.0,66.22521012703228
Ground 0 m,0.0,55.735101049721145
Ground 0 m,0.0,31.281856924758735
Ground 0 m,0.0,28.71908967704643
Ground 0 m,0.0,41.64393429210659
Ground 0 m,0.0,48.02676528723246
Ground 0 m,0.0,9.249761538269883
Ground 0 m,0.0,48.818875386713856
Ground 0 m,0.0,57.239920294359045
Ground 0 m,0.0,36.843844686734684
Ground 0 m,0.0,28.55062879632509
Ground 0 m,0.0,16.13911118063091
Ground 0 m,0.0,18.970056576653207
Ground 0 m,0.0,54.30619154414832
Ground 0 m,0.0,-16.741410589033446
Ground 0 m,0.0,25.014837488624337
Ground 0 m,0.0,63.64519014644351
Ground 0 m,0.0,-4.4688694027841365
Ground 0 m,0.0,32.75336645560834
Ground 0 m,0.0,14.98116440405
Ground 0 m,0.0,28.994451005697805
Ground 0 m,0.0,33.62077870254141
